Category,Year,nid,Winners,Image_URL,Caption
Feature Photography,2002,6943,Staff,2002nytimesfp12web.jpg,"While relatives watched, Afghan children ride an improvised carousel that had been made from artillery shell casings in Mazar-i-Sharif, the northern city that fell to anti-Taliban forces in November 2001. Rides cost 5,000 Afghanis, or about 10 cents. (Chang W. Lee/The New York Times)"
Feature Photography,2002,6943,Staff,2002nytimesfp13web.jpg,"A group of opium addicts light up inside a cave in the middle of burial ground as the moon rises above the mountains of Quetta, Pakistan, in the Quetta Satellite Cemetery where dozens gather each night to forget their troubles in a haze of opium, marijuana, and heroin. (Vincent Laforet/The New York Times - September 30, 2001)"
Feature Photography,2002,6943,Staff,2002nytimesfp14web.jpg,"A young man struggles to keep his eyes open after inhaling opium as a heroin syringe hangs from his friend's arm underneath a bridge in downtown Quetta, Pakistan, where dozens congregate to inhale or inject a variety of drugs, including opium, marijuana, and heroin. Neither man was coherent enought to identify. (Vincent Laforet/The New York Times - September 30, 2001)"
Feature Photography,2002,6943,Staff,2002nytimesfp15web.jpg,"The mother of Hamid Ullah, 13, grives over his body in an ambulance after he was killed, with three others, in a demonstration in Kuchlak, Pakistan, against the American-led strikes on Afghanistan. (Vincent Laforet/The New York Times - October 9, 2001)"
Feature Photography,2002,6943,Staff,2002nytimesfp16web.jpg,"Afghan refugee Shafia Helmand stands in front of a tent lined by shadows of other refugees at the Punj Puti refugee camp in Quetta Pakistan. The camp is composed of refugees from Kandahar, Afghanistan. (Vincent Laforet/The New York Times - September 29, 2001)"
Feature Photography,2002,6943,Staff,2002nytimesfp17web.jpg,"During the first food distribution for refugees after the first bombing of Kunduz, Naim, 8, helps Saidmazfar, 10, carrying a bag of wheat weighing over 100 pounds, as others wait for their turn at Bagh-i-Shirkat refugee camp. (Chang W. Lee/The New York Times - December 12, 2001)"
Feature Photography,2002,6943,Staff,2002nytimesfp18web.jpg,"A refugee stands by his tent in a camp on the outskirts of Mazar-i-Sharif in northern Afghanistan as the first snow of the winter falls. The refugees fled from district of Sholgera and arrived in the last three months avoiding battles between Taliban and forces of the Northern Alliance. (James Hill/The New York Times - December 3, 2001)"
Feature Photography,2002,6943,Staff,2002nytimesfp19web.jpg,"A US B-52 heads back to Tora Bora to continue a bombing run after cease-fire negotiations between Eastern Shura commanders and Taliban forces collapsed on Dec. 12, 2001. (Stephen Crowley/The New York Times - December 12, 2001)"
Feature Photography,2001,6921,Matt Rainey,2001rainey01.png,The fire at Boland Hall killed three freshmen and injured 58 others including four critically. One of the doors to the third floor still bears evidence of a student's struggle to escape the blaze. (Matt Rainey/The Star-Ledger)
Feature Photography,2001,6921,Matt Rainey,2001rainey02.png,"Alvaro Llanos, one of the most seriously injured students, lies in a coma on an operating room table as he awaits a skin grafting on his chin and neck. One of Alvaro's surgeons, Dr. Michael Marano, stands over him as he is prepped for the procedure, the first of many. (Matt Rainey/The Star-Ledger)"
Feature Photography,2001,6921,Matt Rainey,2001rainey03.png,"For relatives of the burned it is an agonizingly long wait. Alvaro's father, Alvaro Llanos Sr., endures it all in the hospital's waiting room. Two year earlier, Mr. Llanos was tricken with a disabling stroke. He still uses a cane for assistance. (Matt Rainey/The Star-Ledger)"
Feature Photography,2001,6921,Matt Rainey,2001rainey04.png,"While Alvaro continues to linger in a coma, his roommate, Shawn Simons, sees his burned hand for the first time while receiving his daily bath in ""the tank."" Although he was burned on his hands and face, Shawn's injuries were considered less life-threatening than his roommate's. (Matt Rainey/The Star-Ledger)"
Feature Photography,2001,6921,Matt Rainey,2001rainey05.png,"Shawn looks at himself as he tries on his custom-made mask, which reduces facial scarring. He find the mask to be tight, hot and scary and decides he will deal with some disfigurement and skin discoloration rather than wear it 12 hours a day. (Matt Rainey/The Star-Ledger) "
Feature Photography,2001,6921,Matt Rainey,2001rainey06.png,"Prior to an operation to put pins in his fingers to save his severly damaged joints, Christine Simons comforts her son Shawn before he is taken into the operting room. (Matt Rainey/The Star-Ledger)"
Feature Photography,2001,6921,Matt Rainey,2001rainey07.png,"While Alvaro is still in a coma in the hospital, Shawn is driven home after being discharged. The route home takes him past the dormitory where he was burned. He does not turn to look. (Matt Rainey/The Star-Ledger) "
Feature Photography,2001,6921,Matt Rainey,2001rainey08.png,"Weeks after returning home, Shawn is able to button his suit vest as he prepares to go to church. He would have to continue to wear the special gloves to minimize the scarring on his hands. (Matt Rainey/The Star-Ledger)"
Feature Photography,2001,6921,Matt Rainey,2001rainey09.png,"While Alvaro struggles, Shawn is making a rapid recovery. He gently kisses his girlfriend Tila's hand as the two visit Alvaro at a family barbeque during the summer. Their relationship survived despite the injuries Shawn suffered in the fire. (Matt Rainey/The Star-Ledger)"
Feature Photography,2001,6921,Matt Rainey,2001rainey10.png,"While Shawn is well into his recovery, his roommate Alvaro Llanos is still fighting for his life. Alvaro was burned over 58% of his body. Three months after the fire he stares aimlessly into space as he awakens from a drug-induced coma, his eyes partially sewn shut by the doctors to protect his corneas. (Matt Rainey/The Star-Ledger)"
Feature Photography,2001,6921,Matt Rainey,2001rainey11.png,"Daisy Llanos, Alvaro's mother, leans in and kisses her son through her face mask as he slowly regains consciousness. (Matt Rainey/The Star-Ledger)"
Feature Photography,2001,6921,Matt Rainey,2001rainey12.png,"Alvaro takes his first steps since the fire three months ago. He is shaky, and he needs support from burn tech Paul Mellini and physical therapist Roy Bond. This first day he walks five steps. The next day he takes 88 steps. (Matt Rainey/The Star-Ledger)"
Feature Photography,2001,6921,Matt Rainey,2001rainey13.png,"The recovery process is slow and painful. While sitting in his room, a tear falls from Alvaro's eye. (Matt Rainey/The Star-Ledger) "
Feature Photography,2001,6921,Matt Rainey,2001rainey14.png,"Alvaro, now an outpatient, waits with his mother for his doctor to examine him. As they wait, it all becomes too much for his mother, Daisy. She slumps in her seat, then suddenly flees the room, leaving Alvaro to face the medical staff alone. (Matt Rainey/The Star-Ledger)"
Feature Photography,2001,6921,Matt Rainey,2001rainey15.png,"Alvaro and Shawn ordeal has made them closer than ever. They are invited to attend a N.Y. Mets baseball game, and they sit in the dugout as Mets manager Bobby Valentine makes a call. Alvaro, a huge Mets fan, later says he sat in the dugout and imagined climbing the steps and making his way to the plate to take a pitch. (Matt Rainey/The Star-Ledger)"
Feature Photography,2001,6921,Matt Rainey,2001rainey16.png,"Five months after the fire, Alvaro is able to move under his own power, but he will still have to undergo many surgeries to minimize his scars. As he and Shawn's mom ride an elevator to a suite at Shea Stadium, Alvaro is oblivious to a young girl's stare. (Matt Rainey/The Star-Ledger)"
Feature Photography,2001,6921,Matt Rainey,2001rainey17.png,Caring for a person who has been severly burned can be stressful. It all comes to a head one day when Alvaro's mother Daisy helps Alvaro with his bath. The confrontation causes Daisy to retret to her bedroom while Alvaro tries to finish hitching up his jeans on his own. (Matt Rainey/The Star-Ledger)
Feature Photography,2001,6921,Matt Rainey,2001rainey18.png,Burn technician Toni Schmidt gets a hug from Shawn inside the tank room. (Matt Rainey/The Star-Ledger)
Feature Photography,2001,6921,Matt Rainey,2001rainey19.png,"Alvaro's relationship with his girlfriend does not fare as well as Shawn's. Alvaro and his girlfriend, Angie, talk outside her dorm during Alvaro's first visit to the Seton Hall campus since the fire. Angie stuck with Alvaro through eight months of his recovery, but it has finally become too much for her. ""I thought we would get married,"" she says of her relationship with Alvaro, ""but now he's not the one... he's not the Alvaro I fell in love with."" (Matt Rainey/The Star-Ledger)"
Feature Photography,2001,6921,Matt Rainey,2001rainey20.png,"Alvaro stands with Shawn as the candles are lit for Shawn's 19th birthday party. Shawn's mom, Christine, stand by. ""I love Alvaro,"" says Shawn of his friend and former roommate. ""Al's going to be all right. I have no doubt. And I'll be right there with him."" (Matt Rainey/The Star-Ledger)"
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo01.jpg,At the Macedonian border a man tries to get his daughter onto a bus to a new refugee camp. (Lucian Perkins/The Washington Post)
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo02.jpg,"Refugees wait for their bus to be unloaded in the Senokos refugee camp in Macedonia, after a journey from the border. (Lucian Perkins/The Washington Post)"
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo03.jpg,"Cegrane camp residents, seeking word of friends and family left behind, crowd the fences as buses bring more displaced Kosovo Albanians from Blace. (Lucian Perkins/The Washington Post)"
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo04.jpg,Ethnic Albanian refugees from Mitrovica in northern Kosovo weep as they walk across the border into Albania. (Carol Guzy/The Washington Post)
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo05.jpg,"While he waits for space in one of the crowded refugee camps, 8-year-old Avdullaha plays on a bright-red tractor similar to those that brought thousands of refugees to Albania. (Carol Guzy/The Washington Post)"
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo06.jpg,"Sister Bernadette distributes food from in Kukes, Albania. She decided to drive to a refugee camp there because no refugees were coming that day through the Morina border crossing. (Carol Guzy/The Washington Post)"
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo07.jpg,"Agim Shala, 2, is passed through a barbed wire fence as members of his family are reunited at a refugee camp in Kukes, Albania. (Carol Guzy/The Washington Post)"
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo08.jpg,"A returning Kosovo Albanian refugee shrieks with grief at the funeral of her uncle, whose body was found in a mass grave. In villages across Kosovo, returnees are being confronted by the grisly remains of loved ones. (Carol Guzy/The Washington Post)"
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo09.jpg,"Refugees hold a funeral for a baby born on the journey from Kosovo, who lived only a few weeks and was buried in a part of the cemetery set aside for Kosovo Albanians. (Carol Guzy/The Washington Post)"
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo10.jpg,"Velina, a Gypsy woman, ponders the future near the Kosovo city of Pec. She said her home was burned by Ethnic Albanian refugees returning home. (Michael Williamson/The Washington Post)"
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo11.jpg,Two ethnic Albanian boys flee to safety as flames consume the ruins of a Gypsy dwelling in Pristina that they and their father had set afire. (Michael Williamson/The Washington Post)
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo12.jpg,"Qamil Duraku cries as he recalls the deaths of his cousin, Ramadan Duraku, and Ramadan's son, Ajet, 18, in a fire set in the town of Velika Krusa by retreating Serbian soldiers. Scores of ethnic Albanians died at the hands of Serbian soldiers and irregular forces in Velika Krusa in late March. (Michael Williamson/The Washington Post)"
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo13.jpg,"An Apache helicopter hovers above the rubble of Pec, once a prosperous trading center in Kosovo, now described by one resident as ""a dead city."" (Lucian Perkins/The Washington Post)"
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo14.jpg,"Kosovo Albanians raised 1st Lt. John Marcinek of Webster, N.Y., over their heads during a party to thank American troops stationed in the town of Gnjilne for their help. The party included dancing and singing of American songs. (Michael Williamson/The Washington Post)"
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo15.jpg,Children from the village of Podgorce follow U.S. Army Sgt. Stephen Cagle as he and his men patrol the area where they live. American soldiers have taken on a series of civilian tasks while trying to keep the peace in the divided province. (Lucian Perkins/The Washington Post)
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo16.jpg,"""Thank God, I'm alive,"" says Ilir Bajraktari, 17 (center, in uniform), celebrating with friends and relatives after being released from prison in Serbia. Serbian police arrested Bajraktari, a brother and a cousin and took them to a jail where they were beaten and forced to eat cigarettes. (Carol Guzy/The Washington Post)"
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo17.jpg,Four young girls find comfort with one another. (Carol Guzy/The Washington Post)
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo18.jpg,"Shquipe Spahiu mourns her son Astrit, 25, who died in a killing spree by Serbian police. Her husband Hylki is seated behind her. (Carol Guzy/The Washington Post) "
Feature Photography,2000,6900,"Carol Guzy, Michael Williamson and Lucian Perkins",2000kosovo19.jpg,"U.S. Army Lt. Chris Stevens attends services at the Roman Catholic church in Letnica, Kosovo, where about 80 of the 300 Croats who once lived there remain. Stevens later met with the Croats to discuss how to protect them. Ethnic enmities are a major problem American peacekeepers in Kosovo have to deal with. (Lucian Perkins/The Washington Post)"
Feature Photography,1999,6878,Photo Staff,1999apfeature01.jpg,"DALLAS, April 16, 1998 -- An emotional Paula Jones takes a moment to compose herself as she addresses the media at a news conference. (Ron Heflin/Associated Press)"
Feature Photography,1999,6878,Photo Staff,1999apfeature02.jpg,"WASHINGTON, Jan. 27, 1998 -- President Clinton's personal secretary Betty Currie clutches her purse as she and her attorney Lawrence Wechsler, left, work their way through the crush of media outside the U.S. courthouse. (Stephan Savoia/Associated Press) "
Feature Photography,1999,6878,Photo Staff,1999apfeature03.jpg,"WASHINGTON, Dec. 19, 1998 -- Democratic lawmakers, right, clap for President Clinton and First Lady Hillary Rodham Clinton, as they arrive to speak to the media outside the White House, With the President and first lady are from left, Vice President Gore, House Minority Leader Richard Gephardt and White House Chief of Staff John Podesta. (Doug Mills/Associated Press) "
Feature Photography,1999,6878,Photo Staff,1999apfeature04.jpg,"WASHINGTON, Sept. 21, 1998 -- Television cameramen with videotape stacks of printed transcripts of President Clinton and Monica Lewinsky's grand jury testimony and other related documents that were offered for sale at the Government Printing Office bookstore. (Wilfredo Lee/Associated Press)"
Feature Photography,1999,6878,Photo Staff,1999apfeature05.jpg,"PHILADELPHIA, April 6, 1998 -- Former White House intern Monica Lewinsky and her attorney William Ginsburg head to their car from the Wanamaker Building. (Dan Loh/Associated Press)"
Feature Photography,1999,6878,Photo Staff,1999apfeature06.jpg,"WASHINGTON, July 29, 1998 -- Linda Tripp talks to reporters outside federal court after making her final appearance before the grand jury looking into the relationship between Lewinsky and President Clinton. (Khue Bui/Associated Press)"
Feature Photography,1999,6878,Photo Staff,1999apfeature07.jpg,"WASHINGTON, Dec. 19, 1998 -- President Clinton wipes his eyes after sharing a laugh with Vice President Al Gore and First Lady Hillary Rodham Clinton as he prepares to speak with House Democrats outside the Oval Office at the White House following the historic impeachment vote by the House. (J. Scott Applewhite/Associated Press)"
Feature Photography,1999,6878,Photo Staff,1999apfeature08.jpg,"WASHINGTON, Nov. 19, 1998 -- White House Counsel David Kendall, back to camera, questions Independent Counsel Kenneth Starr, rear, left, during the House Judiciary Committee's impeachment hearing on Capitol Hill. (Joe Marquette/Associated Press) "
Feature Photography,1999,6878,Photo Staff,1999apfeature09.jpg,"EDGARTOWN, Mass., Aug. 18, 1998 -- President Clinton sits in his car after arriving on Martha's Vineyard for a two-week family vacation. (Charles Krupa/Associated Press)"
Feature Photography,1999,6878,Photo Staff,1999apfeature10.jpg,"WASHINGTON, Dec. 19, 1998 -- Rep. Sheila Jackson Lee, D-Texas, a member of the House Judiciary Committee, gestures while returning to Capitol Hill after she and fellow House Democrats walked out of the House Chamber in protest when Republicans blocked their effort to force a vote on the lesser penalty of censure as an alternative to impeachment. (J. Scott Applewhite/Associated Press)"
Feature Photography,1999,6878,Photo Staff,1999apfeature11.jpg,"NEW YORK, Sept. 21, 1998 -- A technician in a cherry picker works on a giant video screen in Times Square, Monday as NBC's Tim Russert comments on President Clinton's videotaped grand jury testimony from Aug. 17, 1998. (Robert F. Bukaty/Associated Press)"
Feature Photography,1999,6878,Photo Staff,1999apfeature12.jpg,"WASHINGTON, Oct. 5, 1998 -- House Judiciary Committee Chairman Rep. Henry Hyde, R-Ill., left, talks to Rep. John Conyers, D-Mich., ranking Democrat on the Committee, center, and Rep. Barney Frank, D-Mass., right, before the start of an impeachment inquiry against President Clinton on Capitol Hill. Man second from right is an unidentified aide. (Doug Mills/Associated Press)"
Feature Photography,1999,6878,Photo Staff,1999apfeature13.jpg,"WASHINGTON, Nov. 19, 1998 -- Independent Counsel Kenneth Starr is sworn in on Capitol Hill prior to testifying before the House Judiciary Committee's impeachment hearing. (Doug Mills/Associated Press)"
Feature Photography,1999,6878,Photo Staff,1999apfeature14.jpg,"WASHINGTON, Jan. 27, 1998 -- Vernon Jordan, long-time confidant of President Clinton, leaves his home. (Khue Bui/Associated Press) "
Feature Photography,1999,6878,Photo Staff,1999apfeature15.jpg,"WASHINGTON, Dec. 19, 1998 -- President Clinton thanks Democratic members of the House of Representatives who voted against impeachment, as first lady Hillary Rodham Clinton looks on, at the White House. (Susan Walsh/Associated Press)"
Feature Photography,1999,6878,Photo Staff,1999apfeature16.jpg,"President Clinton, his daughter Chelsea, center, and wife Hillary walk with their dog, Buddy, from the White House toward a helicopter as they depart for their vacation on Martha's Vineyard. (Roberto Borea/Associated Press) "
Feature Photography,1999,6878,Photo Staff,1999apfeature17.jpg,"WASHINGTON, Aug. 17, 1998 -- White House Deputy Press Secretary Joe Lockhart peers out of his office window while talking on the phone shortly after President Clinton gave his testimony to independent counsel Ken Starr's grand jury regarding the Monica Lewinsky case. (Ruth Fremson/Associated Press)"
Feature Photography,1999,6878,Photo Staff,1999apfeature18.jpg,"DAL DIAM, Senegal, April 1, 1998 -- President Clinton, wearing traditional Senegalese clothing, and first lady Hillary Rodham Clinton, listen to ""griot"" or village storytellers of a village about 90 kilometers (56 miles) east of Dakar, during a tour of the area of sustained recovery from drought. (Greg Gibson/Associated Press) "
Feature Photography,1999,6878,Photo Staff,1999apfeature19.jpg,"WASHINGTON, Nov. 18, 1998 -- Rep. Bob Livingston, R-La., left, is followed by outgoing House Speaker Newt Gingrich of Ga. and his wife Marianne, as he walks down the steps of Capitol. (Pablo Martinez Monsivais/Associated Press)"
Feature Photography,1999,6878,Photo Staff,1999apfeature20.jpg,"WASHINGTON, Dec. 11, 1998 -- President Clinton walks to the podium to deliver a short statement on the impeachment inquiry in the Rose Garden of the White House. (J. Scott Applewhite/Associated Press)"
Feature Photography,1998,6857,Clarence Williams,1998williams01.jpg,"Theodora Triggs, 34, cradles daughter Tamika, 3, after shooting heroin. (Clarence Williams/Los Angeles Times)"
Feature Photography,1998,6857,Clarence Williams,1998williams02.jpg,"Tamika Triggs, 3, dozes on a filthy mattress in a shed in Long Beach while her mother, Theodora, right, and a friend, Dorene McDonald, get high on crack cocaine and heroin. (Clarence Williams/Los Angeles Times)"
Feature Photography,1998,6857,Clarence Williams,1998williams03.jpg,"Tamika looks out a bus window. Her life revolves around her mother's drug abuse. This year, Tamika has lived in at least nine places, including a crack den, the home of an ex-boyfriend's mother, a garage and a hotel. (Clarence Williams/Los Angeles Times) "
Feature Photography,1998,6857,Clarence Williams,1998williams04.jpg,"With her back to her daughter, Theodora Triggs shoots heroin. She insists that she loves Tamika and says she knows other children of addicts who are worse off, but admits, ""When I'm using, I'm chasing my drug. I'm not paying attention to her."" (Clarence Williams/Los Angeles Times)"
Feature Photography,1998,6857,Clarence Williams,1998williams05.jpg,"With a child's spontaneous joy, Tamika smiles as she runs past her mother and Johnny, a man they lived with briefly. ""My dad's in prison,"" Tamika explained recently. ""And my mom is sad."" (Clarence Williams/Los Angeles Times) "
Feature Photography,1998,6857,Clarence Williams,1998williams06.jpg,"Theodora Triggs caresses daughter Tamika as the child falls asleep. When her mother vanishes for hours or days in search of drugs, Tamika fears she will never come back. (Clarence Williams/Los Angeles Times) "
Feature Photography,1998,6857,Clarence Williams,1998williams07.jpg,"Johnny brushes Tamika's teeth with a toothbrush she is sharing this day with Theodora, who is HIV-positive. After noticing that her own gums were bleeding, Theodora asked him to clean Tamika's teeth first. (Clarence Williams/Los Angeles Times)"
Feature Photography,1998,6857,Clarence Williams,1998williams08.jpg,Tamika wanders behind shed where her mother and a friend got high earlier. (Clarence Williams/Los Angeles Times)
Feature Photography,1998,6857,Clarence Williams,1998williams09.jpg,"Kevin Bryan, 8, covers his ears and turns away as his father's girlfriend, Rita Green, screams at him in their Long Beach apartment, which is a hangout for numerous addicts. (Clarence Williams/Los Angeles Times)"
Feature Photography,1998,6857,Clarence Williams,1998williams10.jpg,"Calvin Holloman smokes crack in his bedroom shortly after telling a friend, ""Hurry up, I don't want the kids to see me."" (Clarence Williams/Los Angeles Times)"
Feature Photography,1998,6857,Clarence Williams,1998williams11.jpg,"In foreground, Kevin watches as his father, Calvin Holloman, a speed addict and alcoholic, tosses back a beer. Kevin calls the addicts who frequent the small apartment ""the bad people."" (Clarence Williams/Los Angeles Times)"
Feature Photography,1998,6857,Clarence Williams,1998williams12.jpg,"Son Kevin digs through garbage in a dumpster, hoping to find clothes for his 10-year-old sister; he finds a pair of shoes, but they are too small. (Clarence Williams/Los Angeles Times)"
Feature Photography,1998,6857,Clarence Williams,1998williams13.jpg,"Ashley Bryan, 10, stares into space as her father, Calvin Holloman, lies on a mattress in the living room of their apartment. Unlike her brother, Kevin, Ashley is well-behaved, quiet--and depressed. She speaks sadly of lagging far behind others her age in academic skills: ""What's 3 times 3? I don't know."" She and her brother missed four months of the last school year after their father withdrew them from classes. (Clarence Williams/Los Angeles Times)"
Feature Photography,1998,6857,Clarence Williams,1998williams14.jpg,"Kevin Bryan settles down for the night on the sofa in his living room, looking into the kitchen where his father's addict friends sleep on the floor; the refrigerator and stove have been sold for drug money. At 8, Kevin, whose mother abandoned the family years ago, is angry and violent. (Clarence Williams/Los Angeles Times)"
Feature Photography,1998,6857,Clarence Williams,1998williams15.jpg,"Before going to sleep, Ashley Bryan says her usual prayer: ""Just once, give me something good. Please, make life get better."" Neglect is the norm for Ashley and her brother, who go weeks without a bath, and are often hungry. (Clarence Williams/Los Angeles Times)"
Feature Photography,1997,6835,Alexander Zemlianichenko,1997zemlianichenko.jpg,Russian President Boris Yeltsin dancing at a rock concert.
Feature Photography,1995,6794,Staff,1995rwanda_pp_001.jpg,"The body of a man, who survivors say was a primary school teacher, lies beneath a blackboard drawing of Africa in a classroom at a school in Karubamba, some 27 miles northeast of the Rwandan capital of Kigali, Friday, May 13, 1994.  The man was among hundreds of people in the small Rwandan village that were massacred in recent weeks.  <em>(AP Photo/Jean-Marc Bouju)</em>"
Feature Photography,1995,6794,Staff,1995rwanda_pp_002.jpg,"Refugees carrying water containers make their way back to their huts at the Benaco Refugee Camp in Tanzania, near the Rwandan border, East Africa, Tuesday, May 17, 1994.  Benaco, with a population surpassing 300,000, is the largest refugee settlement in the world.  Aid agencies are having difficulty feeding, doctoring and sheltering refugees who are fleeing the ethnic bloodbath in neighboring Rwanda.  <em>(AP Photo/Karsten Thielker)</em>"
Feature Photography,1995,6794,Staff,1995rwanda_pp_003.jpg,"A starving woman sips milk at a makeshift health clinic in Ruhango, 30 miles southwest of Kigali, Rwanda, Monday, June 6, 1994.  Thousands of civilians caught in the fighting between government troops and the Rwanda Patriotic Front rebels have taken refuge in Ruhango, but have no access to sufficient medial care.  Doctors say 20 to 25 people die every day in Ruhango from disease and hunger.  <em>(AP Photo/Jean-Marc Bouju)</em> "
Feature Photography,1995,6794,Staff,1995rwanda_pp_004.jpg,"A man lies starving at a makeshift health clinic in Ruhango, 30 miles southwest of Kigali, Rwanda, Monday, June 6, 1994.  Thousands of civilians caught in fighting between government troops and the Rwanda Patriotic Front (RPF) rebels have taken refuge in Ruhango, but have no access to sufficient medical care.  Doctors say that 20-50 people die every day in Ruhango from disease and hunger.  <em>(AP Photo/Jean-Marc Bouju)</em>"
Feature Photography,1995,6794,Staff,1995rwanda_pp_005.jpg,"A line of Rwandan refugees cross the border back into Gisenye, Rwanda, from Goma, Zaire, Sunday, July 24, 1994.  The border was opened today and the first of many refugees are returning home to the rebel-controlled country.  <em>(AP Photo/Javier Bauluz)</em>"
Feature Photography,1995,6794,Staff,1995rwanda_pp_006.jpg,"A Rwandan Hutu child desperately tries to waken his mother from a diseased sleep in the Munigi camp outside Goma, Zaire, Wednesday, July 27, 1994.  Despite the efforts of aid agencies, hundreds are still dying of cholera.  Distribution of water from recently set up water purification plants has been slowing due to lack of trucks to carry it to the refugees. <em> (AP Photo/Javier Bauluz)</em>"
Feature Photography,1995,6794,Staff,1995rwanda_pp_007.jpg,"A Rwandan Hutu boy lies dead at the Mugunga refugee camp, outside Goma, eastern Zaire, Wednesday, July 27, 1994.  The rush to get clean water to cholera-ravaged refugees hit a snag Wednesday when the Goma airport was shut down to large aircraft for repairs.  Although American soldiers have set up water purification plants, the United Nations sent ony two leaky beat-up trucks to transport clean water.  <em>(AP Photo/Javier Bauluz)</em>"
Feature Photography,1995,6794,Staff,1995rwanda_pp_008.jpg,"A Rwandan child, too weak from malnutrition to stand in line for vaccination, rests his head on a ledge at a crowded refugee camp for orphaned children in Ndosho, Zaire, near Goma July 28, 1994.  <em>(AP Photo/Jacqueline Arzt)</em>"
Feature Photography,1995,6794,Staff,1995rwanda_pp_009.jpg,"Sgt. Mark Mullins from Alabama, U.S.A., demonstrates whistling techniques for children at the Kibumba refugee camp near Goma, Zaire, Tuesday, Aug. 2, 1994.  The American troops were delivering water to the refugees.  Officials estimate more than 300 tons of food and medical supplies are arriving daily to help the Rwandan refugees.  <em>(AP Photo/Javier Bauluz)</em>"
Feature Photography,1995,6794,Staff,1995rwanda_pp_010.jpg,"Babies lay on the floor of a makeshift orphanage in the Kibumba camp near Goma, Zaire, Wednesday, Aug. 3, 1994.  Relief officials estimate as many as 20,000 children have been displaced in the exodus of Rwandan Hutu refugees into Zaire.  United Nations aid officials said that Tuesday's meeting with elders and community leaders of the nearly 1 million  Rwandan refugees failed to persuade them it was safe to return to their farms and homes.  <em>(AP Photo/Jacqueline Arzt)</em>"
Feature Photography,1995,6794,Staff,1995rwanda_pp_011.jpg,"A brother and sister of the Bicamumpaca family grimace in pain after being hit by a car which never slowed down on the road halfway between Goma, Zaire, and Kigali, Rwanda, Friday, Aug. 5, 1994.  The single mother of the children stands by in background.  The family was returning to Rwanda from the refugee camps in Zaire when the accident occurred. The children were later taken to a hospital in Kigali and reported in stable condition.  <em>(AP Photo/Jean-Marc Bouju)</em>"
Feature Photography,1995,6794,Staff,1995rwanda_pp_012.jpg,"A Rwandan refugee child, right, washes himself at a Doctors Without Borders field hospital at the Mugunga camp near Goma, Zaire, Thursday, Aug. 11, 1994.  Rwandan refugees in Goma's disease-ridden camps face a new killer, typhus spread by the lice infesting their ragged clothes and ramshackle shelters.  <em>(AP Photo/Javier Bauluz)</em>"
Feature Photography,1995,6794,Staff,1995rwanda_pp_013.jpg,"Inmates accused of war crimes sit in a prison in Kibungo, Rwanda, Wednesday, Aug. 17, 1994.  The 334 prisoners have been accused of participating in the genocide in which, according to United Nations estimates, up to 500,000 Rwandans were massacred with machetes, guns and grenades.  While most of the prisoners are willing to describe their bloody deeds in detail, they eagerly shift the blame, claiming they had to follow orders or face severe punishment, including death.  <em>(AP Photo/Javier Bauluz)</em>"
Feature Photography,1995,6794,Staff,1995rwanda_pp_014.jpg,"Rwandan refugee children plead with Zairean soldiers to allow them across a bridge separating Rwanda and Zaire where their mothers had crossed moments earlier before the soldiers closed the border on Aug. 20, 1994.  As new, independent African nations, Rwanda and Burundi have experienced a succession of ethnic slaughter.  For years, majority Hutus and minority Tutsis lived peaceably, side by side, only to explode in homicidal violence in which 500,000 people, most of them Tutsi, were massacred.  Millions of other Rwandans fled as refugees.  <em>(AP Photo/Jean-Marc Bouju)</em>"
Feature Photography,1995,6794,Staff,1995rwanda_pp_015.jpg,"A crowd of Rwandan refugees angered by the closing of the border run to the border bridge to force their way into Zaire, Sunday, Aug. 21, 1994.   <em>(AP Photo/Jean-Marc Bouju)</em>"
